rom,title,year,manufacturer
wgpj,World Grand Prix (Japan),1989,Taito Corporation
wgpjoy,"World Grand Prix (joystick version) (Japan, set 1)",1989,Taito Corporation
wgpjoya,"World Grand Prix (joystick version) (Japan, set 2)",1989,Taito Corporation
wh1,World Heroes (ALM-005),1992,Alpha Denshi Co.
wh1h,World Heroes (ALH-005),1992,Alpha Denshi Co.
wh1ha,World Heroes (set 3),1992,Alpha Denshi Co.
wh2,World Heroes 2 (ALM-006)(ALH-006),1993,ADK
wh2j,World Heroes 2 Jet (ADM-007)(ADH-007),1994,ADK / SNK
whalecsh,"Whales of Cash (20155711, Malaysia)",2002,Aristocrat
wheelfir,Wheels & Fire,199?,TCH
wheelrun,Wheels Runner,19??,International Games
wheregld,"Where's the Gold (20177111, Malaysia)",2004,Aristocrat
whirl_l2,Whirlwind (L-2),1990,Williams
whirl_l3,Whirlwind (L-3),1990,Williams
whirl_lg3,Whirlwind (LG-3),1990,Williams
whiterus,White Russia (Konami Endeavour),200?,Konami
whizz,Whizz,1989,Philko
whodunit,Who Dunit (version 9.0),1988,Exidy
whodunit8,Who Dunit (version 8.0),1988,Exidy
whoopee,Pipi & Bibis / Whoopee!! (Teki Paki hardware),1991,Toaplan
whp,World Heroes Perfect,1995,ADK / SNK
wicat,Wicat System 150,1982,Millennium Systems
wiggie,Wiggie Waggie,1994,Promat
wildfang,Wild Fang / Tecmo Knight,1989,Tecmo
wildfangs,Wild Fang,1989,Tecmo
wildfire,Wildfire (patent),1979,Parker Brothers
wildfyre,Wildfyre,1978,Stern
wildone,"Wild One (4VXEC5357, New Zealand)",1997,Aristocrat
wildpkr,Wild Poker (ver. D 1.01),199?,TAB Austria
wildplt,Wild Pilot,1992,Jaleco
wildways,"Wild Ways (10130111, Malaysia)",2003,Aristocrat
willow,Willow (World),1989,Capcom
willowj,Willow (Japan),1989,Capcom
willowu,Willow (USA),1989,Capcom
willowuo,Willow (USA Old Ver.),1989,Capcom
wilytowr,Wily Tower,1984,Irem
winbid,Winning Bid (Russian),200?,WMS
winbingo,Win Win Bingo (set 1),2005?,Astro Corp.
winbingoa,Win Win Bingo (set 2),2005?,Astro Corp.
windheat,"Winding Heat (EAA, Euro v2.11)",1996,Konami
windheata,"Winding Heat (AAA, Asia v2.11)",1996,Konami
windheatj,"Winding Heat (JAA, Japan v2.11)",1996,Konami
windheatu,"Winding Heat (UBC, USA v2.22)",1996,Konami
windjamr,Windjammer (021216),2002,Igrosoft
wingforc,"Wing Force (Japan, prototype)",1993,A.I (Atlus license)
wingwar,Wing War (World),1994,Sega
wingwarj,Wing War (Japan),1994,Sega
wingwaru,Wing War (US),1994,Sega
wink,Wink (set 1),1985,Midcoin
winka,Wink (set 2),1985,Midcoin
winner81,"Winners Circle (81, 28*28 PCB)",1981,"Corona Co, LTD."
winner81b,"Winners Circle (81, 18*22 PCB)",1981,"Corona Co, LTD."
winner82,Winners Circle (82),1982,"Corona Co, LTD."
winrun,Winning Run,1988,Namco
winrun91,Winning Run '91 (Japan),1991,Namco
winrungp,Winning Run Suzuka Grand Prix (Japan),1989,Namco
winspike,Winning Spike (ver EAA),1997,Konami
winspikej,Winning Spike (ver JAA),1997,Konami
wintbob,The Winter Bobble (bootleg of Snow Bros.),1990,bootleg (Sakowa Project Korea)
winterht,Winter Heat (JUET 971012 V1.000),1997,Sega
wipeormt,Wipeout (Ramtek) [TTL],1974,Ramtek
wipeout,Wipeout (rev.2),1993,Gottlieb
wiping,Wiping,1982,Nichibutsu
wiping_sound,Wiping Audio Custom,,
wiseguy,Wise Guy,1990,Dooyong
witch,Witch,1992,Excellent System
witchb,Witch (With ranking),1992,Excellent System
witchcda,"Witch Card (Spanish, witch game, set 1)",1991,<unknown>
witchcdb,"Witch Card (Spanish, witch game, set 2)",1991,<unknown>
witchcdc,"Witch Card (English, no witch game)",1991,<unknown>
witchcdd,"Witch Card (German, WC3050, set 1 )",1994,Proma
witchcde,"Witch Card (Video Klein CPU box, set 2)",1991,Video Klein
witchcdf,"Witch Card (English, witch game, lamps)",1985,PM / Beck Elektronik
witchcdg,"Witch Card (Falcon, enhanced sound)",199?,Falcon
witchcdh,"Witch Card (German, WC3050, set 2 )",1994,Proma
witchcdi,"Witch Card (German, WC3050, 27-4-94)",1994,Proma
witchcdk,"Witch Game (Video Klein, set 2)",1997,Video Klein
witchcrd,"Witch Card (Video Klein CPU box, set 1)",1991,Video Klein?
witchgme,"Witch Game (Video Klein, set 1)",1991,Video Klein
witchjol,"Jolli Witch (Export, 6T/12T ver 1.57D)",1994,Video Klein
witchryl,Witch Royal (Export version 2.1),199?,Video Klein
witchs,Witch (Sega License),1992,Sega / Vic Tokai
wits,Wit's (Japan),1989,Athena (Visco license)
wivernwg,Wivern Wings,2001,SemiCom
wiz,Wiz,1985,Seibu Kaihatsu
wizard,Wizard (Ver 1.0),1999,A.A.
wizatron,Wiz-A-Tron,1977,Texas Instruments
wizdfire,Wizard Fire (Over Sea v2.1),1992,Data East Corporation
wizdfireu,Wizard Fire (US v1.1),1992,Data East Corporation
wizt,"Wiz (Taito, set 1)",1985,Seibu Kaihatsu (Taito license)
wizta,"Wiz (Taito, set 2)",1985,Seibu Kaihatsu (Taito license)
wizwarz,Wiz Warz (prototype),1984,Mylstar
wizzard,Wizzard (Oceania),1982,Dick Smith Electronics
wizzquiz,Wizz Quiz (Konami version),1985,Zilec-Zenitone (Konami license)
wizzquiza,Wizz Quiz (version 4),1985,Zilec-Zenitone
wjammers,Windjammers / Flying Power Disc,1994,Data East Corporation
wlcc,"Wan Li Chang Cheng (China, V638C)",1996,IGS
wldarrow,"Wild Arrow (color, Standard V4.8)",1982,"Meyco Games, Inc."
wldcougr,Wild Cougar (Export),1997,Aristocrat
wldcourt,World Court (Japan),1988,Namco
wldcp_l1,World Cup Soccer (L-1),1978,Williams
wldkicks,"World Kicks (US, WK3 Ver.A)",2000,Namco
wldkicksa,"World Kicks (Asia, WK2 Ver.A)",2000,Namco
wldkicksj,"World Kicks PCB (Japan, WKC1 Ver.A)",2000,Namco
wldrider,"Wild Riders (JPN, USA, EXP, KOR, AUS)",2001,Sega
wldstrek,Wild Streak (Russian),200?,WMS
wldwitch,"Wild Witch (Export, 6T/12T ver 1.84A)",2001,Video Klein
wldwitcha,"Wild Witch (Export, 6T/12T ver 1.57-SP)",1992,Video Klein
wldwitchb,"Wild Witch (Export, 6T/12T ver 1.57-TE)",1992,Video Klein
wldwitchc,"Wild Witch (Export, 6T/12T ver 1.62A)",1994,Video Klein
wldwitchd,"Wild Witch (Export, 6T/12T ver 1.62B)",1994,Video Klein
wldwitche,"Wild Witch (Export, 6T/12T ver 1.62A-F)",1994,Video Klein
wldwitchf,"Wild Witch (Export, 6T/12T ver 1.62A alt)",1994,Video Klein
wldwitchg,"Wild Witch (Export, 6T/12T ver 1.62B alt)",1994,Video Klein
wldwitchh,"Wild Witch (Export, 6T/12T ver 1.65A)",1995,Video Klein
wldwitchi,"Wild Witch (Export, 6T/12T ver 1.65A-S)",1996,Video Klein
wldwitchj,"Wild Witch (Export, 6T/12T ver 1.65A-S alt)",1996,Video Klein
wldwitchk,"Wild Witch (Export, 6T/12T ver 1.65A-N)",1996,Video Klein
wldwitchl,"Wild Witch (Export, 6T/12T ver 1.70A beta)",1996,Video Klein
wldwitchm,"Wild Witch (Export, 6T/12T ver 1.70A)",1996,Video Klein
wldwitchn,"Wild Witch (Export, 6T/12T ver 1.70A alt)",1997,Video Klein
wldwitcho,"Wild Witch (Export, 6T/12T ver 1.74A-SP-BELG)",1998,Video Klein
wldwitchp,"Wild Witch (Export, 6T/12T ver 1.74A)",1998,Video Klein
wldwitchq,"Wild Witch (Export, 6T/12T ver 1.74A alt)",1998,Video Klein
wldwitchr,"Wild Witch (Export, 6B/12B ver 1.75A-E English)",1999,Video Klein
wldwitchs,"Wild Witch (Export, 6T/12T ver 1.76A)",1999,Video Klein
wldwitcht,"Wild Witch (Export, 6T/12T ver 1.77A)",1999,Video Klein
wldwitchu,"Wild Witch (Export, 6T/12T ver 1.79A)",2000,Video Klein
wldwitchv,"Wild Witch (Export, 6T/12T ver 1.83A)",2001,Video Klein
wlstar,Wonder League Star - Sok-Magicball Fighting (Korea),1995,Mijin
wmatch,Water Match (315-5064),1984,Sega
wmbullet,Bullet,1982,Wave Mate
wmbulletf,Bullet (Revision F),1984,Wave Mate
wmega,"Wondermega (Japan, NTSC)",1992,Sega
wmegam2,"Wondermega M2 (Japan, NTSC)",1993,Victor
wmg,Williams Multigame,2001,hack (Clay Cowgill)
wms,WMS SetUp/Clear Chips (set 1),200?,WMS
wmsa,WMS SetUp/Clear Chips (set 2),200?,WMS
wmsadpcm,Williams ADPCM Sound Board,,
wmsb,WMS SetUp/Clear Chips (set 3),200?,WMS
wmsboom,Boom (Russian),200?,WMS
wmscvsd,Williams CVSD Sound Board,,
wmsnarc,Williams NARC Sound Board,,
wmstopb,Top Banana (Russian),200?,WMS
wndrmomo,Wonder Momo,1987,Namco
wndrplnt,Wonder Planet (Japan),1987,Data East Corporation
wof,Warriors of Fate (World 921031),1992,Capcom
wof_100a,Wheel of Fortune v1.0,2007,Stern
wof_200a,Wheel of Fortune v2.0,2007,Stern
wof_200f,Wheel of Fortune v2.0 (French),2007,Stern
wof_200g,Wheel of Fortune v2.0 (German),2007,Stern
wof_200i,Wheel of Fortune v2.0 (Italian),2007,Stern
wof_300a,Wheel of Fortune v3.0,2007,Stern
wof_300f,Wheel of Fortune v3.0 (French),2007,Stern
wof_300g,Wheel of Fortune v3.0 (German),2007,Stern
wof_300i,Wheel of Fortune v3.0 (Italian),2007,Stern
wof_300l,Wheel of Fortune v3.0 (Spanish),2007,Stern
wof_400a,Wheel of Fortune v4.0,2007,Stern
wof_400f,Wheel of Fortune v4.0 (French),2007,Stern
wof_400g,Wheel of Fortune v4.0 (German),2007,Stern
wof_400i,Wheel of Fortune v4.0 (Italian),2007,Stern
wof_400l,Wheel of Fortune v4.0 (Spanish),2007,Stern
wof_500a,Wheel of Fortune v5.0,2007,Stern
wof_500f,Wheel of Fortune v5.0 (French),2007,Stern
wof_500g,Wheel of Fortune v5.0 (German),2007,Stern
wof_500i,Wheel of Fortune v5.0 (Italian),2007,Stern
wof_500l,Wheel of Fortune v5.0 (Spanish),2007,Stern
wofa,Sangokushi II (Asia 921005),1992,Capcom
wofch,"Tenchi wo Kurau II: Sekiheki no Tatakai (CPS Changer, Japan 921031)",1994,Capcom
wofhfh,Huo Feng Huang (Chinese bootleg of Sangokushi II),1999,bootleg
wofj,Tenchi wo Kurau II: Sekiheki no Tatakai (Japan 921031),1992,Capcom
wofr1,Warriors of Fate (World 921002),1992,Capcom
wofu,Warriors of Fate (USA 921031),1992,Capcom
wolffang,Wolf Fang -Kuhga 2001- (Japan),1991,Data East Corporation
wolfman,Wolf Man,1987,Peyper
wolfpack,Wolf Pack (prototype),1978,Atari
wonder3,Wonder 3 (Japan 910520),1991,Capcom
wondl96,Wonder League '96 (Korea),1996,SemiCom
wondstck,Wonder Stick (set 1),????,Yun Sung
wondstcka,"Wonder Stick (set 2, censored)",????,Yun Sung
wontmuch,Won!Tertainment Music Channel (v1.00),2006,Capcom
woodpeca,Woodpecker (set 2),1981,Amenip
woodpeck,Woodpecker (set 1),1981,Amenip (Palcom Queen River)
wordpro,DSE VZ-300 WordPro,,
worlddef,World Defender,1985,Bell Games
worldwar,World Wars (World?),1987,SNK
wotw,War of the Worlds,1981,Cinematronics
wotwc,War of the Worlds (color),1981,Cinematronics
wow,Wizard of Wor,1980,Dave Nutting Associates / Midway
wowg,Wizard of Wor (with German Language ROM),1980,Dave Nutting Associates / Midway
wownfant,WOW New Fantasia,2002,Comad
wpc,Williams WPC ASIC,,
wpc_dmd,Williams Pinball Controller Dot Matrix Display,,
wpc_lamp,Williams Pinball Controller Lamp Control,,
wpc_out,Williams Pinball Controller Output Control,,
wpc_pic,Williams Pinball Controller PIC Security,,
wpc_shift,Williams Pinball Controller Shifter,,
wpcsnd,Williams WPC Sound,,
wpksoc,World PK Soccer,1995,Jaleco
wpksocv2,World PK Soccer V2 (ver 1.1),1996,Jaleco
wpt_103a,World Poker Tour v1.03,2006,Stern
wpt_105a,World Poker Tour v1.05,2006,Stern
wpt_106a,World Poker Tour v1.06,2006,Stern
wpt_106f,World Poker Tour v1.06 (French),2006,Stern
wpt_106g,World Poker Tour v1.06 (German),2006,Stern
wpt_106i,World Poker Tour v1.06 (Italian),2006,Stern
wpt_106l,World Poker Tour v1.06 (Spanish),2006,Stern
wpt_108a,World Poker Tour v1.08,2006,Stern
wpt_108f,World Poker Tour v1.08 (French),2006,Stern
wpt_108g,World Poker Tour v1.08 (German),2006,Stern
wpt_108i,World Poker Tour v1.08 (Italian),2006,Stern
wpt_108l,World Poker Tour v1.08 (Spanish),2006,Stern
wpt_109a,World Poker Tour v1.09,2006,Stern
wpt_109f,World Poker Tour v1.09 (French),2006,Stern
wpt_109f2,World Poker Tour v1.09 (French)(alt),2006,Stern
wpt_109g,World Poker Tour v1.09 (German),2006,Stern
wpt_109i,World Poker Tour v1.09 (Italian),2006,Stern
wpt_109l,World Poker Tour v1.09 (Spanish),2006,Stern
wpt_111a,World Poker Tour v1.11,2006,Stern
wpt_111af,"World Poker Tour v1.11 (English,French)",2006,Stern
wpt_111ai,"World Poker Tour v1.11 (English,Italian)",2006,Stern
wpt_111al,"World Poker Tour v1.11 (English,Spanish)",2006,Stern
wpt_111f,World Poker Tour v1.11 (French),2006,Stern
wpt_111g,World Poker Tour v1.11 (German),2006,Stern
wpt_111gf,"World Poker Tour v1.11 (German,French)",2006,Stern
wpt_111i,World Poker Tour v1.11 (Italian),2006,Stern
wpt_111l,World Poker Tour v1.11 (Spanish),2006,Stern
wpt_112a,World Poker Tour v1.12,2006,Stern
wpt_112af,"World Poker Tour v1.12 (English,French)",2006,Stern
wpt_112ai,"World Poker Tour v1.12 (English,Italian)",2006,Stern
wpt_112al,"World Poker Tour v1.12 (English,Spanish)",2006,Stern
wpt_112f,World Poker Tour v1.12 (French),2006,Stern
wpt_112g,World Poker Tour v1.12 (German),2006,Stern
wpt_112gf,"World Poker Tour v1.12 (German,French)",2006,Stern
wpt_112i,World Poker Tour v1.12 (Italian),2006,Stern
wpt_112l,World Poker Tour v1.12 (Spanish),2006,Stern
wpt_1400,World Poker Tour v14.00,2006,Stern
wpt_1400af,"World Poker Tour v14.00 (English,French)",2006,Stern
wpt_1400ai,"World Poker Tour v14.00 (English,Italian)",2006,Stern
wpt_1400al,"World Poker Tour v14.00 (English,Spanish)",2006,Stern
wpt_1400f,World Poker Tour v14.00 (French),2006,Stern
wpt_1400g,World Poker Tour v14.00 (German),2006,Stern
wpt_1400gf,"World Poker Tour v14.00 (German,French)",2006,Stern
wpt_1400i,World Poker Tour v14.00 (Italian),2006,Stern
wpt_1400l,World Poker Tour v14.00 (Spanish),2006,Stern
wrally,"World Rally (Version 1.0, Checksum 0E56)",1993,Gaelco
wrally2,World Rally 2: Twin Racing,1995,Gaelco
wrallya,"World Rally (Version 1.0, Checksum 3873)",1993,Gaelco
wrallyat,"World Rally (US, 930217)",1993,Gaelco (Atari license)
wrallyb,"World Rally (Version 1.0, Checksum 8AA2)",1993,Gaelco
wrecking,Vs. Wrecking Crew,1984,Nintendo
wrestwar,"Wrestle War (set 3, World) (8751 317-0103)",1989,Sega
wrestwar1,"Wrestle War (set 1, Japan) (FD1094 317-0090)",1989,Sega
wrestwar1d,"Wrestle War (set 1, Japan) (bootleg of FD1094 317-0090 set)",1989,bootleg
wrestwar2,"Wrestle War (set 2, World) (FD1094 317-0102)",1989,Sega
wrestwar2d,"Wrestle War (set 2, World) (bootleg of FD1094 317-0102 set)",1989,bootleg
wrldtour,Al's Garage Band Goes On A World Tour,1992,Alvin G
wrldtour2,Al's Garage Band Goes On A World Tour R02b,1992,Alvin G
wrlok_l3,Warlok (L-3),1982,Williams
wrofaero,War of Aero - Project MEIOU,1993,Yang Cheng
wrungp,Wave Runner GP,2001,CRI / Sega
ws,World Stadium (Japan),1988,Namco
ws89,World Stadium '89 (Japan),1989,Namco
ws90,World Stadium '90 (Japan),1990,Namco
ws_cart_slot,Wonderswan Cartridge Slot,,
ws_eeprom,Wonderswan Carts w/EEPROM,,
ws_rom,Wonderswan Standard Carts,,
ws_sram,Wonderswan Carts w/SRAM,,
wsbbgd,Super Major League / World Series Baseball (GDS-0010),2001,Sega
wschamp,Wing Shooting Championship V2.00,2001,Sammy USA Corporation
wschampa,Wing Shooting Championship V1.01,2001,Sammy USA Corporation
wschampb,Wing Shooting Championship V1.00,2001,Sammy USA Corporation
wscolor,WonderSwan Color,2000,Bandai
wseries,World Series: The Season,1985,Cinematronics
wsf,World Soccer Finals,1990,Leland Corp.
wsf_80186_sound,80186 DAC (WSF),,
wsjr,Who Shot Johnny Rock? v1.6,1991,American Laser Games
wsjr_15,Who Shot Johnny Rock? v1.5,1991,American Laser Games
wsports,Winter Sports,1978,Zaccaria
wstrike,"Witch Strike (Export, 6T/12T ver 1.01A)",1992,Video Klein
wstrikea,"Witch Strike (Export, 6T/12T ver 1.01B)",1992,Video Klein
wswan,WonderSwan,1999,Bandai
wswan_sound,WonderSwan Audio Custom,,
wswan_video,Bandai WonderSwan VDP,,
wswe,World Soccer Winning Eleven Arcade Game Style,2002,Konami
wswe2k3,World Soccer Winning Eleven Arcade Game 2003,2003,Konami
wtchjack,"Witch Jack (Export, 6T/12T ver 0.87-89)",1996,Video Klein
wtchjacka,"Witch Jack (Export, 6T/12T ver 0.87-88)",1996,Video Klein
wtchjackb,"Witch Jack (Export, 6T/12T ver 0.87)",1996,Video Klein
wtchjackc,"Witch Jack (Export, 6T/12T ver 0.70S)",1996,Video Klein
wtchjackd,"Witch Jack (Export, 6T/12T ver 0.70P)",1996,Video Klein
wtchjacke,"Witch Jack (Export, 6T/12T ver 0.65)",1995,Video Klein
wtchjackf,"Witch Jack (Export, 6T/12T ver 0.64)",1995,Video Klein
wtchjackg,"Witch Jack (Export, 6T/12T ver 0.62)",1995,Video Klein
wtchjackh,"Witch Jack (Export, 6T/12T ver 0.40T)",1995,Video Klein
wtchjacki,"Witch Jack (Export, 6T/12T ver 0.40)",1995,Video Klein
wtchjackj,"Witch Jackpot (Export, 6T/12T ver 0.25)",1994,Video Klein
wtennis,World Tennis,1982,bootleg
wtiger,"White Tiger Classic (0200954V, NSW/ACT)",1999,Aristocrat
wtigernz,"White Tiger (3VXFC5342, New Zealand)",1996,Aristocrat
wtrnymph,Water-Nymph (Ver. 1.4),1996,Subsino
wupndown,"Witch Up & Down (Export, 6T/12T ver 1.02)",1998,Video Klein
wupndowna,"Witch Up & Down (Export, 6T/12T ver 0.99, set 1)",1998,Video Klein
wupndownb,"Witch Up & Down (Export, 6T/12T ver 0.99, set 2)",1998,Video Klein
wupndownc,"Witch Up & Down (Export, 6T/12T ver 0.99, set 3)",1998,Video Klein
wupndownd,"Witch Up & Down (Export, 6T/12T ver 0.99T)",1998,Video Klein
ww3,WW III,1981,Irem
ww_l2,White Water (L-2),1992,Williams
ww_l3,White Water (L-3),1993,Williams
ww_l4,White Water (L-4),1993,Williams
ww_l5,White Water (L-5),2000,Williams
ww_lh5,White Water (LH-5),2000,Williams
ww_lh6,White Water (LH-6),2000,Williams
ww_p1,White Water (P-8 P-1 sound),1992,Williams
ww_p8,White Water (P-8 P-2 sound),1992,Williams
wwallyj,"Wally wo Sagase! (rev B, Japan) (FD1094 317-0197B)",1992,Sega
wwallyja,"Wally wo Sagase! (rev A, Japan) (FD1094 317-0197A)",1992,Sega
wwallyjad,"Wally wo Sagase! (rev A, Japan) (bootleg of FD1094 317-0197A set)",1992,bootleg
wwallyjd,"Wally wo Sagase! (rev B, Japan) (bootleg of FD1094 317-0197B set)",1992,bootleg
wwestern,Wild Western (set 1),1982,Taito Corporation
wwestern1,Wild Western (set 2),1982,Taito Corporation
wwfmania,WWF: Wrestlemania (rev 1.30 08/10/95),1995,Midway
wwfmaniab,WWF: Wrestlemania (rev 1.20 08/02/95),1995,Midway
wwfmaniac,WWF: Wrestlemania (rev 1.1 07/11/95),1995,Midway
wwfr_103,WWF Royal Rumble (1.03),1994,Data East
wwfr_106,WWF Royal Rumble (1.06),1994,Data East
wwfroyal,"WWF Royal Rumble (JPN, USA, EXP, KOR, AUS)",2000,Sega
wwfsstar,WWF Superstars (Europe),1989,Technos Japan
wwfsstarb,WWF Superstars (bootleg),1989,bootleg
wwfsstarj,WWF Superstars (Japan),1989,Technos Japan
wwfsstaru,"WWF Superstars (US, Newer)",1989,Technos Japan
wwfsstarua,WWF Superstars (US),1989,Technos Japan
wwfwfest,WWF WrestleFest (US set 1),1991,Technos Japan
wwfwfesta,WWF WrestleFest (US Tecmo),1991,Technos Japan (Tecmo license)
wwfwfestb,WWF WrestleFest (US bootleg),1991,bootleg
wwfwfestj,WWF WrestleFest (Japan),1991,Technos Japan (Tecmo license)
wwfwfestk,WWF WrestleFest (Korea),1991,Technos Japan (Tecmo license)
wwjgtin,Wai Wai Jockey Gate-In!,1984,Jaleco / Casio
wwmarine,Waku Waku Marine,1992,Sega
wyse700,Wyse 700,,
wyvernf0,Wyvern F-0,1985,Taito
wyvernwg,Wyvern Wings (set 1),2001,SemiCom (Game Vision license)
wyvernwga,Wyvern Wings (set 2),2001,SemiCom (Game Vision license)
x07,X-07,1983,Canon
x1,X1 (CZ-800C),1982,Sharp
x168,Xerox 16/8,1983,Xerox
x1_010,X1-010,,
x1_keyboard,X1 Keyboard,,
x1turbo,X1 Turbo (CZ-850C),1984,Sharp
x1turbo40,X1 Turbo (CZ-862C),1985,Sharp
x1twin,X1 Twin (CZ-830C),1986,Sharp
x2210,X2210,,
x2212,X2212 NVRAM,,
x2222,X2222 (final debug?),2000,Oriental Soft / Promat
x2222o,X2222 (5-level prototype),2000,Oriental Soft / Promat
x24c44_16,Serial EEPROM X24C44 (16x16),,
x5jokers,X Five Jokers (Version 1.12),200?,Electronic Projects
x68000,X68000,1987,Sharp
x68030,X68030,1993,Sharp
x68k_cz6bs1,Sharp CZ-6BS1 SCSI-1,,
x68k_expansion_slot,Sharp X680x0 expansion slot,,
x68k_hdc_image,SASI Hard Disk,,
x68k_keyboard,X68k Keyboard,,
x68k_neptunex,Neptune-X,,
x68ksupr,X68000 Super,1990,Sharp
x68kxvi,X68000 XVI,1991,Sharp
x76f041,X76F041 Flash,,
x76f100,X76F100 Flash,,
x820,Xerox 820,1981,Xerox
x820ii,Xerox 820-II,1983,Xerox
x820kb,Xerox 820 Keyboard,,
xb42639,Apricot XEN-S (Venus I Motherboard 286),1989,Apricot
xb42639a,Apricot XEN-S (Venus II Motherboard 286),1990,Apricot
xb42663,"Apricot Qi 300 (Rev D,E & F Motherboard)",1988,Apricot
xb42664,Apricot XEN-S (Venus I Motherboard 386),1989,Apricot
xb42664a,Apricot XEN-S (Venus II Motherboard 386),1990,Apricot
xbox,XBOX,2001,Microsoft
xday2,X-Day 2 (Japan),1995,Namco
xegs,Atari XE Game System,1987,Atari
xegs_cart_slot,Atari XEGS Cartridge Slot,,
xenon,Xenon,1980,Bally
xenonf,Xenon (French),1980,Bally
xenophob,Xenophobe,1987,Bally Midway
xevi3dg,"Xevious 3D/G (Japan, XV31/VER.A)",1995,Namco
xevios,Xevios,1982,bootleg
xevious,Xevious (Namco),1982,Namco
xeviousa,"Xevious (Atari, harder)",1982,Namco (Atari license)
xeviousb,Xevious (Atari),1982,Namco (Atari license)
xeviousc,"Xevious (Atari, Namco PCB)",1982,Namco (Atari license)
xexex,Xexex (ver EAA),1991,Konami
xexexa,Xexex (ver AAA),1991,Konami
xexexj,Xexex (ver JAA),1991,Konami
xeye,"X'eye (USA, NTSC)",1993,JVC
xfiles,The X-Files,1999,dgPIX Entertainment Inc.
xfiles2,X-Files (2.04),1997,Sega
xfilesk,"The X-Files (Censored, Korea)",1999,dgPIX Entertainment Inc.
xfilesp,X-Files (3.03),1997,Sega
xforce,X Force,1987,Tecnoplay
xiistag,XII Stag (V2.01J),2002,Triangle Service
